City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
95,Aljezur,PT,63.43,overcast clouds,37.3191,-8.8033,Amazigh Hostel
96,High Rock,BS,80.6,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
98,Wuning,CN,63.41,light rain,29.2589,120.2311,Fu Du Hotel
100,Castro,BR,73.76,clear sky,-24.7911,-50.0119,CHACARA BAILLY
108,Jalu,LY,72.86,scattered clouds,29.0331,21.5482,صاحبة الفخامة
109,Nargana,PA,82.24,scattered clouds,9.4428,-78.5906,Dubbir
113,Hobyo,SO,84.33,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
115,Mar Del Plata,AR,66.2,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
116,Pisco,PE,70.0,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
117,West Wendover,US,64.4,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
119,Geraldton,AU,60.8,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
120,Kruisfontein,ZA,60.01,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
124,East London,ZA,64.4,clear sky,-33.0153,27.9116,Tu Casa
125,Lagos,NG,84.2,scattered clouds,6.5833,3.75,Quinta Samay
126,Ambilobe,MG,74.59,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
131,Carnarvon,AU,62.6,clear sky,-24.8667,113.6333,Hospitality Carnarvon
133,Sesheke,ZM,72.37,broken clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
135,Trelew,AR,62.02,few clouds,-43.249,-65.3051,Hotel Touring Club
136,Sao Filipe,CV,71.96,broken clouds,14.8961,-24.4956,Tortuga B&B
137,Meulaboh,ID,76.12,overcast clouds,4.1363,96.1285,Kost Pria
138,Cabo San Lucas,MX,82.0,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
139,Montigny-Le-Bretonneux,FR,64.0,clear sky,48.7664,2.0341,Hôtel Restaurant Campanile Voisins le Bretonneux
141,Glenwood Springs,US,60.01,scattered clouds,39.5505,-107.3248,Glenwood Springs Cedar Lodge
142,Tanete,ID,73.9,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
144,Arraial Do Cabo,BR,78.8,few clouds,-22.9661,-42.0278,Pousada Porto Praia
148,Asosa,ET,65.73,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
149,San Policarpo,PH,77.32,overcast clouds,12.1791,125.5072,JM Lodge
151,Acapulco,MX,86.0,broken clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
156,Pandan,PH,77.43,scattered clouds,14.0453,124.1694,Bonifacio Lodge
157,Bantogon,PH,78.35,scattered clouds,6.5333,124.0333,Kalamansig Greenhome
159,Rio Gallegos,AR,60.8,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
161,Tezu,IN,74.77,broken clouds,27.9167,96.1667,Circuit House
163,Bethel,US,70.0,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
164,Puro,PH,80.65,broken clouds,12.4841,123.3827,Quinta Samay
169,Atlantic City,US,64.4,clear sky,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
171,Padang,ID,77.18,light rain,-0.9492,100.3543,Mercure Padang
172,Comodoro Rivadavia,AR,62.6,clear sky,-45.8667,-67.5,Austral Hotel
173,Ndjole,GA,73.06,overcast clouds,-0.1783,10.7649,Hotel Kevazingo
175,Port-Gentil,GA,82.4,broken clouds,-0.7193,8.7815,Fengshui Residence
176,Lumphat,KH,78.28,broken clouds,13.4878,106.9816,Lumphat Homestay
178,Sumbe,AO,80.22,light rain,-11.2061,13.8437,Hotel Ritz Sumbe
179,Buala,SB,79.3,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
180,Bourail,NC,73.69,overcast clouds,-21.5667,165.4833,Motel Allamanda
182,Lucapa,AO,66.63,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
183,Basoko,CD,73.54,light rain,1.2391,23.616,Flat Hotel La Benediction
185,Katobu,ID,74.8,few clouds,-4.9408,122.5276,La Ode Husein
187,Yarmouth,US,66.2,clear sky,41.7057,-70.2286,Blue Rock Resort
188,Victoria,HK,77.0,scattered clouds,22.2855,114.1577,Mini Hotel Central
189,Kirakira,SB,78.82,overcast clouds,-10.4544,161.9205,SanBiz Lodge
191,Ranavav,IN,81.99,overcast clouds,21.6842,69.7408,Tauren Hotel
192,Natal,BR,84.2,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
194,Cachoeiras De Macacu,BR,78.8,few clouds,-22.4625,-42.6531,HOTEL PALACE SERRA VERDE IMPERIAL
195,Los Llanos De Aridane,ES,71.6,few clouds,28.6585,-17.9182,Valle Aridane
197,Muros,ES,66.99,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
198,Lundazi,ZM,62.85,scattered clouds,-12.2929,33.1782,"Stones Hotel, Lundazi"
199,Port Alfred,ZA,67.75,broken clouds,-33.5906,26.891,The Halyards Hotel
201,Ancud,CL,64.0,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
202,Mana,GF,77.72,overcast clouds,5.6592,-53.7767,LE SAMANA
205,Tecoanapa,MX,84.88,broken clouds,16.5167,-98.75,Hotel Manglares
208,Tazmalt,DZ,71.29,overcast clouds,36.3868,4.3989,Hôtel Numédia
211,Butaritari,KI,82.44,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
214,Tagusao,PH,79.16,broken clouds,9.1924,117.8141,Toledo
215,Tsabong,BW,73.02,clear sky,-26.0217,22.401,Springbok Motel
216,Dakar,SN,73.4,clear sky,14.6937,-17.4441,Redface Studios Meublés
220,San Jeronimo,PE,63.3,clear sky,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
223,Venado Tuerto,AR,71.01,clear sky,-33.7456,-61.9688,Hotel - Miro Park
224,Shenjiamen,CN,61.05,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
228,Abilene,US,73.0,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
230,Bandarbeyla,SO,83.62,broken clouds,9.4942,50.8122,JABIR HOTEL
231,Georgetown,MY,82.0,scattered clouds,5.4112,100.3354,Cititel Penang
232,Yarada,IN,82.4,mist,17.65,83.2667,Jeevan
234,Filadelfia,US,69.01,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
235,Manbij,SY,69.8,clear sky,36.5281,37.9549,Manbej City Hotel
238,Sao Miguel Do Araguaia,BR,88.74,clear sky,-13.275,-50.1628,Hotel Executivo Palace
239,Palatka,US,84.0,broken clouds,29.6486,-81.6376,Holiday Inn Express & Suites Palatka Northwest
240,Ambon,ID,77.0,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
241,Guerrero Negro,MX,66.4,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
242,Celestun,MX,89.56,overcast clouds,20.8667,-90.4,Posada Lilia
244,Katsuura,JP,60.8,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
245,Waingapu,ID,76.55,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
257,Turayf,SA,84.2,broken clouds,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
260,Marsa Matruh,EG,69.8,clear sky,31.3525,27.2453,Beau Site
261,Koindu,GN,79.79,light rain,8.4386,-10.3253,Quinta Samay
264,Ribeira Grande,PT,60.8,broken clouds,38.5167,-28.7,Quinta da Meia Eira
266,Nara,JP,61.0,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
269,Chipinge,ZW,61.11,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
270,Carauari,BR,83.52,scattered clouds,-4.8828,-66.8958,Hotel Fellip
273,Quepos,CR,82.4,scattered clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
277,Mareeba,AU,73.99,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
278,Barcelos,PT,64.99,few clouds,41.5388,-8.6151,Hotel Do Terço
279,Laguna,US,64.0,overcast clouds,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
280,Hauterive,FR,75.2,clear sky,46.0901,3.4459,Aletti Palace Hotel
281,Lata,PT,66.0,overcast clouds,40.1629,-8.3327,Casa Maquia
285,Alofi,NU,71.6,light rain,-19.0595,-169.9187,Taloa Heights
286,Payakumbuh,ID,69.73,overcast clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
287,Sao Joao Da Barra,BR,86.0,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
290,Sur,OM,87.75,clear sky,22.5667,59.5289,Sur Plaza Hotel
292,West Bay,KY,86.0,scattered clouds,19.3667,-81.4167,Calypso Cove
293,Santa Cruz Del Sur,CU,86.86,clear sky,20.7147,-77.9956,Quinta Samay
294,Awjilah,LY,70.95,scattered clouds,29.1081,21.2869,Quinta Samay
295,Saldanha,ZA,66.2,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
296,Palmer,US,69.8,broken clouds,42.1584,-72.3287,Wedgewood Motel
298,Avera,US,64.4,overcast clouds,33.194,-82.5271,Quinta Samay
299,Taltal,CL,64.15,few clouds,-25.4,-70.4833,Residencial Karime
300,Dawei,MM,78.62,overcast clouds,14.0833,98.2,Hotel Dawei
302,Orapa,BW,67.93,clear sky,-21.2833,25.3667,Quinta Samay
303,Mitu,CO,89.67,broken clouds,1.1983,-70.1733,Quinta Samay
304,Saint-Joseph,RE,78.8,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
305,Naze,JP,64.17,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
306,Amapa,BR,79.66,overcast clouds,1.0,-52.0,Quinta Samay
308,Itoman,JP,68.0,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
310,Doha,QA,86.0,clear sky,25.2867,51.5333,Movenpick Hotel Doha
312,Vanimo,PG,76.48,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
313,Batticaloa,LK,81.45,few clouds,7.7102,81.6924,Grand Star Guest House
314,Kabo,CF,76.8,overcast clouds,7.6994,18.629,Quinta Samay
315,Pimentel,PE,75.2,clear sky,-6.8367,-79.9342,Casona Del Muelle
316,Kang,BW,67.73,clear sky,-23.6752,22.7876,Kang Ultra Stop
322,Russell,US,75.99,clear sky,32.3502,-85.1999,Macs
324,Acari,PE,79.39,few clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
326,Jawa,JO,75.2,clear sky,31.8525,35.9393,دار الحاج عبدالله ابو صعيليك واولاده
328,Calvinia,ZA,71.19,broken clouds,-31.4707,19.776,Die Lemoenhuis
330,Westport,US,70.0,clear sky,41.1415,-73.3579,The Westport Inn
331,Puerto Escondido,MX,87.8,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
333,Abu Dhabi,AE,82.4,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
334,Kibuye,RW,67.3,light rain,-2.0597,29.3482,Inn on the lake
337,Sabang,ID,83.14,overcast clouds,5.8933,95.3214,Hotel Citra
342,Santiago Del Estero,AR,75.88,broken clouds,-27.7951,-64.2615,Apartamentos Castelli 90
343,Lorengau,PG,80.58,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
344,Havelock,US,64.99,broken clouds,34.8791,-76.9013,Sherwood Motel
345,Papara,BR,87.01,broken clouds,-3.9839,-38.7273,Romin
347,Yeppoon,AU,68.0,overcast clouds,-23.1333,150.7333,Villa Mar Colina
350,Virginia Beach,US,68.0,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
352,Eydhafushi,MV,83.79,scattered clouds,5.1033,73.0708,Soneva Fushi
353,Lima,PE,69.8,scattered clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
354,Twentynine Palms,US,75.99,clear sky,34.1356,-116.0542,Holiday Inn Express & Suites Twentynine Palms- Joshua Tree
357,Behshahr,IR,61.21,overcast clouds,36.6923,53.5526,Abbas Abad Hotel & Restaurant
358,Saint-Leu,RE,78.8,light rain,-21.15,55.2833,La Caz Oceane
359,Belmonte,BR,82.4,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
360,Dejen,ET,63.72,broken clouds,10.1667,38.1333,MAFLAB International Hotel
361,Neuquen,AR,64.4,clear sky,-38.9516,-68.0591,Hotel del Comahue
363,San Quintin,MX,63.27,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
364,Rehoboth,,70.74,scattered clouds,-23.3167,17.0833,Noble Luminous Accommodation
365,Kabalo,CD,72.23,moderate rain,-6.05,26.9167,Quinta Samay
367,Darnah,LY,65.5,broken clouds,32.767,22.6367,فندق الفردوس
370,Sokoto,NG,89.85,overcast clouds,13.0609,5.239,Shukura Coral Hotel
373,Salinas,US,60.8,broken clouds,36.6777,-121.6555,Laurel Inn & Conference Center
374,Accra,GH,86.0,few clouds,5.556,-0.1969,Accra City Hotel
376,Alexandria,EG,71.6,clear sky,31.2156,29.9553,Royal Crown Hotel
377,Vao,NC,76.03,light rain,-22.6667,167.4833,Hotel Kou-Bugny
379,Esmeraldas,BR,84.2,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada - Hotel
380,Rawson,AR,60.01,clear sky,-43.3002,-65.1023,Hosteria Sampedro
381,Crixas,BR,87.84,few clouds,-14.5489,-49.9692,RISO HOTEL
382,Carutapera,BR,82.71,overcast clouds,-1.195,-46.02,Lidera
384,Marzuq,YE,72.64,few clouds,14.4,46.4667,Quinta Samay
385,Erie,US,63.0,broken clouds,42.7667,-78.6664,Hampton Inn East Aurora
386,Praia,CV,75.2,broken clouds,14.9215,-23.5087,LT Aparthotel
387,Ponta Do Sol,PT,66.2,scattered clouds,32.6667,-17.1,Hotel do Campo
389,Mahon,ES,62.6,clear sky,39.8885,4.2658,ARTIEM Capri
394,Camana,PE,71.02,overcast clouds,-16.6228,-72.7111,Hostal Morales
395,Richards Bay,ZA,69.17,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
396,San Juan,AR,73.11,clear sky,-31.5375,-68.5364,Hotel Provincial
397,Buncrana,IE,64.4,clear sky,55.1333,-7.45,Inishowen Gateway Hotel
398,Ko Samui,TH,84.0,overcast clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
399,Querecotillo,PE,88.75,scattered clouds,-4.8378,-80.6456,La casa de Roberto
400,Matay,EG,80.02,clear sky,28.419,30.7792,Nag Aespen
401,Pala,TD,81.45,light rain,9.3642,14.9046,Nectar Hôtel de Pala
402,Maragogi,BR,82.26,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
403,Nouadhibou,MR,71.6,clear sky,20.931,-17.0347,El Medina
404,Soyo,AO,79.68,overcast clouds,-6.1349,12.3689,Hotel Mpampa
406,Pozo Colorado,PY,81.09,scattered clouds,-23.4923,-58.7972,Hospedaje la Amistad
407,Coquimbo,CL,64.4,clear sky,-29.9533,-71.3436,Punto de encuentro
408,Tucumcari,US,66.2,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
411,Luderitz,,62.01,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
413,Cabedelo,BR,82.4,broken clouds,-6.9811,-34.8339,Hotel Pigalle
414,De Aar,ZA,68.09,clear sky,-30.6497,24.0123,Stoneburgh B&B
415,Delijan,IR,67.53,broken clouds,33.9905,50.6838,ایزوگام آسیاگستردلیجان
416,Kahului,US,71.6,light rain,20.8947,-156.47,Maui Seaside Hotel
417,Jeremie,HT,81.03,few clouds,18.65,-74.1167,Auberge’Inn
418,Lahij,YE,79.47,broken clouds,13.1667,44.5833,Quinta Samay
419,Pemangkat,ID,79.18,broken clouds,1.1667,108.9667,Ramah Kost KITA
426,Middlebury,US,66.0,scattered clouds,44.0153,-73.1673,Courtyard by Marriott Middlebury
429,San Carlos De Bariloche,AR,64.99,clear sky,-41.1456,-71.3082,Hotel Patagonia
430,Farafangana,MG,72.03,moderate rain,-22.8167,47.8333,Miarina
431,Tiznit,MA,63.16,scattered clouds,29.5833,-9.5,Quinta Samay
432,Tocopilla,CL,69.46,few clouds,-22.092,-70.1979,Hotel Galvarino
434,Sao Caetano De Odivelas,BR,80.42,light rain,-0.75,-48.02,Hotel do Luttis
435,Salalah,OM,82.29,scattered clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
436,Port Shepstone,ZA,69.31,light rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
438,Menongue,AO,68.99,broken clouds,-14.6585,17.691,Ritz Lauca
439,Mitsamiouli,KM,80.47,light rain,-11.3847,43.2844,Foyer ADM
441,Moron,AR,75.99,scattered clouds,-34.6534,-58.6198,Hotel Morón
444,Erzin,TR,79.0,few clouds,36.9559,36.2,Artemis Otel
445,Santa Lucia,ES,71.01,broken clouds,27.9117,-15.5407,Las Tirajanas
449,Walvis Bay,,60.8,few clouds,-22.9575,14.5053,Oyster Box Guesthouse
450,Gazli,UZ,76.28,broken clouds,40.1333,63.45,Quinta Samay
451,Aloleng,PH,77.34,clear sky,16.1307,119.7824,Agno Umbrella Rocks
453,Saint George,US,78.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
455,Lufilufi,WS,75.2,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
457,Pottstown,US,68.0,clear sky,40.2454,-75.6496,The Hotel at Pottstown (formerly the Comfort Inn & Suites)
459,Madang,PG,75.74,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
460,Porto Novo,BJ,86.0,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
461,Micheweni,TZ,80.37,light rain,-4.9667,39.8333,Quinta Samay
462,Brenham,US,78.01,clear sky,30.1669,-96.3977,Hampton Inn & Suites Brenham
463,Rio Grande,BR,77.0,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
464,Moranbah,AU,65.17,overcast clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
465,Santa Comba,ES,66.99,overcast clouds,43.0331,-8.8093,Hotel Xallas
468,Marawi,PH,77.0,broken clouds,7.9986,124.2928,Derogongan Residence
470,San Jose,US,63.0,broken clouds,37.3394,-121.895,The Westin San Jose
472,Salinopolis,BR,82.15,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
474,Wharton,US,84.0,clear sky,29.3116,-96.1027,"Countryside Inn Wharton, TX"
477,Denpasar,ID,80.6,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
478,Henties Bay,,65.34,clear sky,-22.116,14.2845,Fishermans Guest House
482,Keti Bandar,PK,82.76,clear sky,24.1447,67.4497,Haji laloo memon house
483,Oranjemund,,60.06,clear sky,-28.55,16.4333,The Fisherman's Cove
484,Pacific Grove,US,60.8,scattered clouds,36.6177,-121.9166,Lovers Point Inn
485,Baculin,PH,78.6,overcast clouds,7.4525,126.5842,Shovy's Cove
488,Nador,MA,62.6,overcast clouds,35.174,-2.9287,Hôtel La Giralda
491,Copiapo,CL,64.4,scattered clouds,-27.3667,-70.3333,San Francisco de La Selva
493,Camargo,MX,74.44,clear sky,27.6667,-105.1667,Hotel Santa Fe
495,Golaghat,IN,76.28,scattered clouds,26.5167,93.9667,Ideal Hostel
497,Cap Malheureux,MU,79.0,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
501,Hualmay,PE,72.45,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
503,Necochea,AR,64.0,clear sky,-38.5473,-58.7368,dyd -mar Hotel
505,Cayenne,GF,78.8,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
507,Mayumba,GA,79.68,overcast clouds,-3.432,10.6554,LIKWALE LODGE
508,Piacabucu,BR,83.53,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
510,Ambikapur,IN,78.48,overcast clouds,23.1167,83.2,STARiHOTEL Ambikapur
511,Pasighat,IN,72.3,broken clouds,28.0667,95.3333,Siang Guest House
512,Impfondo,CG,78.98,overcast clouds,1.6381,18.0667,Préfecture de la Likouala
514,Ifanadiana,MG,66.22,broken clouds,-21.3,47.6333,Quinta Samay
515,Olinda,BR,82.4,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
517,Savannakhet,LA,85.15,broken clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
518,Odweyne,SO,80.04,overcast clouds,9.4092,45.064,Eng Hiirey House
519,Mayo,US,64.99,clear sky,38.8876,-76.5119,Resorts Resource Group International
520,Bengkulu,ID,75.72,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
521,Tateyama,JP,60.01,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
522,Fukue,JP,61.75,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
523,Davila,PH,75.51,clear sky,18.4726,120.5763,Blue Ridge Beach Resort
525,Vieux Fort,LC,86.0,scattered clouds,13.7167,-60.95,QR Quality Rooms Cedar Palm Villa
527,Babol,IR,60.46,overcast clouds,36.5513,52.679,Reza Hotel
528,Mosetse,BW,69.24,clear sky,-20.75,26.65,Quinta Samay
530,Kismayo,SO,82.45,overcast clouds,-0.3582,42.5454,Agan-Hotel
531,Bull Savanna,JM,83.34,clear sky,17.8868,-77.5902,Big Red's
533,Mackay,AU,68.0,broken clouds,-21.15,149.2,International Lodge Motel
536,Kutum,SD,85.05,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
538,Freetown,SL,81.14,few clouds,8.484,-13.2299,The Country Lodge Hotel
539,Alice Town,BS,78.55,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
540,Eyl,SO,83.57,scattered clouds,7.9803,49.8164,Amiin Hotel
543,Plettenberg Bay,ZA,61.57,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
544,Houma,US,84.0,overcast clouds,29.5958,-90.7195,Courtyard by Marriott Houma
547,Sabha,LY,83.21,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
552,Royan,FR,78.8,clear sky,45.6285,-1.0281,Hôtel Cordouan Thalassothérapie et Spa - Royan
553,Oranjestad,AW,86.0,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
554,Neiafu,TO,71.6,broken clouds,-18.65,-173.9833,Mystic Sands
556,Loreto,MX,76.28,scattered clouds,22.2667,-101.9667,José de Jesús Velásquez mora
557,Inhambane,MZ,71.89,clear sky,-23.865,35.3833,Oceano
558,Bouca,CF,73.87,light rain,6.5105,18.2733,Quinta Samay
561,Sinnamary,GF,78.42,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
562,Jizan,SA,86.0,sand,17.3333,42.6667,شهدان. ابوالحجر
563,Saint-Pierre,RE,78.8,light rain,-21.3393,55.4781,Lindsey Hôtel
564,Lasa,IT,68.0,clear sky,46.6166,10.7002,Pension Feldgärtenhof
565,Tautira,PF,80.6,light rain,-17.7333,-149.15,Pension Oaoa
566,Tall Kayf,TR,75.2,clear sky,37.0833,41.0667,Quinta Samay
567,Brebes,ID,77.58,clear sky,-6.8706,109.0369,HOTEL GRAND DIAN BREBES
568,Bam,IR,80.49,clear sky,29.106,58.357,Bam Tourist Hotel
569,Praya,CV,75.2,broken clouds,14.9215,-23.5087,LT Aparthotel
572,Mecca,SA,88.25,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
574,Namatanai,PG,78.57,broken clouds,-3.6667,152.4333,Namatanai Hotel
575,Almenara,BR,84.04,scattered clouds,-16.1836,-40.6944,Pousada Estância
576,Camacha,PT,62.6,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
577,Ojinaga,MX,78.8,clear sky,29.5667,-104.4167,Suites Las Palmas
581,Catalina,US,82.0,clear sky,32.5056,-110.9211,Miraval Arizona Resort & Spa
582,Vila,PT,66.0,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
585,Coria,ES,63.84,overcast clouds,39.9879,-6.5377,Hotel San Cristóbal
586,Rovinj,HR,62.6,clear sky,45.08,13.64,Hotel Monte Mulini
587,Port Blair,IN,81.93,scattered clouds,11.6667,92.75,Welcomhotel Bay Island Port Blair
588,Lucea,JM,84.2,few clouds,18.451,-78.1736,Grand Palladium Jamaica Resort & Spa
589,Arona,ES,77.0,few clouds,28.0996,-16.681,Paradise Court
590,Champasak,LA,75.9,overcast clouds,14.75,106.0,Kiat Ngong Wetland BUNGALOW
591,Salem,IN,79.34,overcast clouds,11.65,78.1667,YMCA PROGRAM CENTRE
593,Utete,TZ,74.03,light rain,-7.986,38.758,River View Lodge
595,Siyabuswa,ZA,66.88,scattered clouds,-25.1132,29.0445,Uluju properties
596,Amarpur,IN,84.63,broken clouds,25.0333,86.9,Amit kirana store
598,Bathsheba,BB,86.0,few clouds,13.2167,-59.5167,Atlantis Hotel
599,Noumea,NC,78.01,broken clouds,-22.2763,166.4572,Hôtel Le Lagon
600,Ajuchitlan,MX,78.8,broken clouds,20.7167,-100.0167,Cuartos En Renta
601,Maningrida,AU,68.79,broken clouds,-12.0667,134.2667,Dhukurrdji Lodge
604,Santander,ES,64.0,clear sky,43.4647,-3.8044,Abba Santander Hotel
608,Qalyub,EG,77.0,clear sky,30.1792,31.2056,كمال فهمى محمد فهمى
609,Fort Portal,UG,60.39,light rain,0.6617,30.2748,Elegance hotel
611,Mmathubudukwane,BW,71.6,clear sky,-24.6,26.4333,Gill Sleepover Guesthouse
615,Grand Gaube,MU,79.0,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
616,Sharjah,AE,86.0,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
618,Vicuna,CL,73.0,clear sky,-30.0319,-70.7081,Los Mosaicos
620,Lodja,CD,70.57,broken clouds,-3.4833,23.4333,Quinta Samay
622,Rio Branco,BR,87.8,scattered clouds,-9.9747,-67.81,João Paulo Hotel
624,San Cristobal,VE,89.6,scattered clouds,7.7669,-72.225,Posada Villaven C.A.
625,Biograd Na Moru,HR,61.0,clear sky,43.9433,15.4519,Hotel Palma
627,Namibe,AO,79.57,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
628,Ende,ID,75.96,clear sky,-8.8432,121.6623,Dwi Putra Hotel - Ende
629,Dalbandin,PK,81.86,clear sky,28.8947,64.4101,Sanjrani House
630,Nizwa,OM,87.12,broken clouds,22.9333,57.5333,Orient Apartments
631,Maceio,BR,86.0,few clouds,-9.6658,-35.7353,Poutur Pousada
633,Mount Isa,AU,69.8,light rain,-20.7333,139.5,ibis Styles Mt Isa Verona
634,Simoes,BR,87.89,broken clouds,-7.5989,-40.8178,Hotel Ponto Certo
635,Pundaguitan,PH,83.17,scattered clouds,6.3711,126.1689,Leonardo Family Beach House 1
636,Chicama,PE,66.2,fog,-7.8447,-79.1469,Balihai Bungalows
637,Sakakah,SA,89.6,scattered clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
638,Saint-Georges,GD,86.0,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
639,Bubaque,GW,78.35,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
640,Kununurra,AU,60.8,clear sky,-15.7667,128.7333,Hotel Kununurra
642,Taranagar,IN,80.71,clear sky,28.6709,75.0351,Jyani Plaza
646,Tsiroanomandidy,MG,69.39,scattered clouds,-18.7667,46.0333,Quinta Samay
647,Bontang,ID,77.09,broken clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
648,Karratha,AU,79.38,clear sky,-20.7377,116.8463,ibis Styles Karratha
650,Kulhudhuffushi,MV,83.75,broken clouds,6.6221,73.07,Haajy Guest House 1
652,Amnat Charoen,TH,87.01,scattered clouds,15.9167,104.75,หอพักนักศึกษา
