City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
654,Aden,YE,82.69,clear sky,12.7794,45.0367,Sama Emirate Hotel
656,Makakilo City,US,78.8,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
658,Sungaipenuh,ID,63.95,broken clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
659,Kauswagan,PH,77.0,broken clouds,8.1917,124.0847,lola patring
661,Malya,TZ,68.23,scattered clouds,-2.9833,33.5167,Quinta Samay
663,Wanning,CN,78.53,scattered clouds,18.8003,110.3967,Paradise Hotel
664,Marataizes,BR,77.04,clear sky,-21.0433,-40.8244,Ed. Barra Shopping
665,Tabou,CI,83.14,overcast clouds,4.423,-7.3528,hotêl doufoulougou
666,Kawalu,ID,70.74,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
667,Vallenar,CL,76.08,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
669,Cowansville,CA,62.6,broken clouds,45.2001,-72.7491,L'Auberge des Carrefours
670,Gushikawa,JP,66.2,moderate rain,26.3544,127.8686,Kirari Guest House
671,Kieta,PG,78.87,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
672,Muisne,EC,86.0,few clouds,0.6,-80.0333,Quinta Samay
673,La Palma,US,64.99,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
675,Hambantota,LK,80.44,broken clouds,6.1241,81.1185,Bungalow 63
676,Axim,GH,82.87,light rain,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
680,Hithadhoo,MV,83.5,scattered clouds,-0.6,73.0833,Scoop Guest House
683,Atuona,PF,80.65,scattered clouds,-9.8,-139.0333,Villa Enata
684,Poum,NC,78.28,overcast clouds,-20.2333,164.0167,Gîte kajeon
685,Ampanihy,MG,71.53,scattered clouds,-24.7,44.75,Angora Hotel
686,Hilo,US,69.8,moderate rain,19.7297,-155.09,Hilo Hawaiian Hotel
689,Isangel,VU,77.25,overcast clouds,-19.55,169.2667,Tanna Lodge
690,Puerto Ayora,EC,80.6,broken clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
691,Biak,ID,77.29,broken clouds,-0.9131,122.8766,Penginapan Kim
696,Chuy,UY,71.82,light rain,-33.6971,-53.4616,Nuevo Hotel Plaza
697,Takhli,TH,84.99,overcast clouds,15.2634,100.3438,โรงเเรมกอล์ฟ 19
699,Rikitea,PF,78.58,overcast clouds,-23.1203,-134.9692,Pension Maro'i
702,Antofagasta,CL,68.0,few clouds,-23.65,-70.4,Holiday Inn Express Antofagasta
703,Lusambo,CD,71.67,overcast clouds,-4.9667,23.45,Quinta Samay
704,Buchanan,LR,87.8,scattered clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
705,Abu Samrah,SY,74.57,broken clouds,35.3029,37.1841,Quinta Samay
708,Bambous Virieux,MU,79.0,light rain,-20.3428,57.7575,Casa Tia Villa
709,Guaira,BR,87.96,clear sky,-20.3183,-48.3106,Hotel do Lago
710,Faanui,PF,80.01,light rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
712,Viedma,AR,61.74,broken clouds,-40.8135,-62.9967,Hotel Cristal
714,Cape Town,ZA,63.0,clear sky,-33.9258,18.4232,Southern Sun Waterfront Cape Town
723,Pangai,TO,79.95,light rain,-19.8,-174.35,Ha'apai Beach Resort
724,Gamba,GA,76.57,overcast clouds,-2.65,10.0,Quinta Samay
725,Kloulklubed,PW,82.4,broken clouds,7.0419,134.2556,Storyboard Beach Resort
726,Ixtapa,MX,82.4,broken clouds,20.7,-105.2,Hotel Plaza Providencia
727,Albany,US,70.0,broken clouds,42.6001,-73.9662,Quinta Samay
728,Kavieng,PG,80.82,moderate rain,-2.5744,150.7967,Nusa Island Retreat
731,Shahrud,IR,69.08,overcast clouds,36.4182,54.9763,Royal Hotel
732,Jamestown,US,60.01,clear sky,42.097,-79.2353,Hampton Inn & Suites Jamestown
733,Bhag,PK,88.75,clear sky,29.0415,67.8239,Bukhari hotl
737,Samarai,PG,81.93,overcast clouds,-10.6167,150.6667,Nuli Sapi
741,Beira,MZ,73.4,clear sky,-19.8436,34.8389,Beira Terrace Hotel
742,Touros,BR,84.2,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
745,Constitucion,CL,65.5,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
747,Ndele,CF,76.17,light rain,8.4109,20.6473,Quinta Samay
748,Avarua,CK,78.8,few clouds,-21.2078,-159.775,Paradise Inn
749,Vila Velha,BR,81.0,few clouds,-20.3297,-40.2925,Quality Suites Vila Velha
750,Kupang,ID,76.01,clear sky,-10.1667,123.5833,Hotel On The Rock by Prasanthi
751,Cidreira,BR,74.5,scattered clouds,-30.1811,-50.2056,Hotel Castelo
753,Shelburne,CA,63.0,broken clouds,44.0787,-80.2041,The Retreat at the Farm
754,Cairns,AU,73.99,moderate rain,-16.9167,145.7667,Mantra Trilogy Cairns
757,Vaini,TO,69.8,mist,-21.2,-175.2,Keleti Beach Resort
758,Souillac,MU,78.8,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
759,Hermanus,ZA,62.01,overcast clouds,-34.4187,19.2345,Misty Waves Boutique Hotel
762,Dingle,PH,76.37,light rain,10.9995,122.6711,SEGAYA PROPERTY
763,Kapaa,US,75.2,scattered clouds,22.0752,-159.319,Sheraton Kauai Resort at Coconut Beach
764,Saint-Philippe,RE,78.8,moderate rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
765,Kilindoni,TZ,78.85,light rain,-7.9139,39.6668,Bustani B&B
766,Mahebourg,MU,78.8,light rain,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
768,Aljezur,PT,63.43,overcast clouds,37.3191,-8.8033,Amazigh Hostel
769,High Rock,BS,80.6,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
771,Wuning,CN,63.41,light rain,29.2589,120.2311,Fu Du Hotel
773,Castro,BR,73.76,clear sky,-24.7911,-50.0119,CHACARA BAILLY
781,Jalu,LY,72.86,scattered clouds,29.0331,21.5482,صاحبة الفخامة
782,Nargana,PA,82.24,scattered clouds,9.4428,-78.5906,Dubbir
786,Hobyo,SO,84.33,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
788,Mar Del Plata,AR,66.2,scattered clouds,-38.0023,-57.5575,Gran Hotel Mar del Plata
789,Pisco,PE,70.0,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
790,West Wendover,US,64.4,clear sky,40.7391,-114.0733,"Motel 6 Wendover, UT"
792,Geraldton,AU,60.8,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
793,Kruisfontein,ZA,60.01,overcast clouds,-34.0033,24.7314,Oyster Bay House Rental
797,East London,ZA,64.4,clear sky,-33.0153,27.9116,Tu Casa
798,Lagos,NG,84.2,scattered clouds,6.5833,3.75,Quinta Samay
799,Ambilobe,MG,74.59,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
804,Carnarvon,AU,62.6,clear sky,-24.8667,113.6333,Hospitality Carnarvon
806,Sesheke,ZM,72.37,broken clouds,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
808,Trelew,AR,62.02,few clouds,-43.249,-65.3051,Hotel Touring Club
809,Sao Filipe,CV,71.96,broken clouds,14.8961,-24.4956,Tortuga B&B
810,Meulaboh,ID,76.12,overcast clouds,4.1363,96.1285,Kost Pria
811,Cabo San Lucas,MX,82.0,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
812,Montigny-Le-Bretonneux,FR,64.0,clear sky,48.7664,2.0341,Hôtel Restaurant Campanile Voisins le Bretonneux
814,Glenwood Springs,US,61.0,scattered clouds,39.5505,-107.3248,Glenwood Springs Cedar Lodge
815,Tanete,ID,73.9,overcast clouds,-3.9443,119.7848,Wisma Tri Multi
817,Arraial Do Cabo,BR,78.8,few clouds,-22.9661,-42.0278,Pousada Porto Praia
821,Asosa,ET,65.73,overcast clouds,10.0667,34.5333,Blendana Hotel Assosa
822,San Policarpo,PH,77.32,overcast clouds,12.1791,125.5072,JM Lodge
824,Acapulco,MX,89.6,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
829,Pandan,PH,77.43,scattered clouds,14.0453,124.1694,Bonifacio Lodge
830,Bantogon,PH,78.35,scattered clouds,6.5333,124.0333,Kalamansig Greenhome
832,Rio Gallegos,AR,60.8,clear sky,-51.6226,-69.2181,Hotel Santa Cruz
834,Tezu,IN,74.77,broken clouds,27.9167,96.1667,Circuit House
836,Bethel,US,70.0,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
837,Puro,PH,80.65,broken clouds,12.4841,123.3827,Quinta Samay
842,Atlantic City,US,64.4,clear sky,39.3643,-74.4229,Courtyard by Marriott Atlantic City Beach Block
844,Padang,ID,77.18,light rain,-0.9492,100.3543,Mercure Padang
845,Comodoro Rivadavia,AR,62.6,clear sky,-45.8667,-67.5,Austral Hotel
846,Ndjole,GA,73.06,overcast clouds,-0.1783,10.7649,Hotel Kevazingo
848,Port-Gentil,GA,82.4,broken clouds,-0.7193,8.7815,Fengshui Residence
849,Lumphat,KH,78.28,broken clouds,13.4878,106.9816,Lumphat Homestay
851,Sumbe,AO,80.22,light rain,-11.2061,13.8437,Hotel Ritz Sumbe
852,Buala,SB,79.3,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
853,Bourail,NC,73.69,overcast clouds,-21.5667,165.4833,Motel Allamanda
855,Lucapa,AO,66.63,light rain,-8.4192,20.7447,Residência Ulisses Dos Santos
856,Basoko,CD,73.54,light rain,1.2391,23.616,Flat Hotel La Benediction
858,Katobu,ID,74.8,few clouds,-4.9408,122.5276,La Ode Husein
860,Yarmouth,US,66.2,clear sky,41.7057,-70.2286,Blue Rock Resort
861,Victoria,HK,77.0,scattered clouds,22.2855,114.1577,Mini Hotel Central
862,Kirakira,SB,78.82,overcast clouds,-10.4544,161.9205,SanBiz Lodge
864,Ranavav,IN,81.99,overcast clouds,21.6842,69.7408,Tauren Hotel
865,Natal,BR,84.2,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
867,Cachoeiras De Macacu,BR,78.8,few clouds,-22.4625,-42.6531,HOTEL PALACE SERRA VERDE IMPERIAL
868,Los Llanos De Aridane,ES,71.6,few clouds,28.6585,-17.9182,Valle Aridane
870,Muros,ES,66.99,overcast clouds,42.7762,-9.0603,Apartment Av. Castelao
871,Lundazi,ZM,62.85,scattered clouds,-12.2929,33.1782,"Stones Hotel, Lundazi"
872,Port Alfred,ZA,67.75,broken clouds,-33.5906,26.891,The Halyards Hotel
874,Ancud,CL,62.01,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
875,Mana,GF,77.72,overcast clouds,5.6592,-53.7767,LE SAMANA
878,Tecoanapa,MX,84.88,broken clouds,16.5167,-98.75,Hotel Manglares
881,Tazmalt,DZ,71.29,overcast clouds,36.3868,4.3989,Hôtel Numédia
884,Butaritari,KI,82.44,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
887,Tagusao,PH,79.16,broken clouds,9.1924,117.8141,Toledo
888,Tsabong,BW,73.02,clear sky,-26.0217,22.401,Springbok Motel
889,Dakar,SN,71.6,few clouds,14.6937,-17.4441,Redface Studios Meublés
893,San Jeronimo,PE,63.3,clear sky,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
896,Venado Tuerto,AR,72.0,clear sky,-33.7456,-61.9688,Hotel - Miro Park
897,Shenjiamen,CN,61.05,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
901,Abilene,US,73.0,clear sky,32.4487,-99.7331,La Quinta Inn by Wyndham Abilene
903,Bandarbeyla,SO,83.62,broken clouds,9.4942,50.8122,JABIR HOTEL
904,Georgetown,MY,82.0,scattered clouds,5.4112,100.3354,Cititel Penang
905,Yarada,IN,82.4,mist,17.65,83.2667,Jeevan
907,Filadelfia,US,69.01,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
908,Manbij,SY,69.8,clear sky,36.5281,37.9549,Manbej City Hotel
911,Sao Miguel Do Araguaia,BR,88.74,clear sky,-13.275,-50.1628,Hotel Executivo Palace
912,Palatka,US,84.0,broken clouds,29.6486,-81.6376,Holiday Inn Express & Suites Palatka Northwest
913,Ambon,ID,77.0,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
914,Guerrero Negro,MX,66.4,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
915,Celestun,MX,89.56,overcast clouds,20.8667,-90.4,Posada Lilia
917,Katsuura,JP,60.8,clear sky,35.1333,140.3,Katsuura Hotel Mikazuki
918,Waingapu,ID,76.55,scattered clouds,-9.6567,120.2641,Pondok Wisata Elim
930,Turayf,SA,84.2,broken clouds,31.6725,38.6637,Swiss Spirit Hotel & Suites Turaif
933,Marsa Matruh,EG,69.8,clear sky,31.3525,27.2453,Beau Site
934,Koindu,GN,79.79,light rain,8.4386,-10.3253,Quinta Samay
937,Ribeira Grande,PT,60.8,broken clouds,38.5167,-28.7,Quinta da Meia Eira
939,Nara,JP,60.01,broken clouds,34.6851,135.8049,Guesthouse Nara Komachi
942,Chipinge,ZW,61.11,clear sky,-20.1883,32.6236,Chipinge Breeze Lodge
943,Carauari,BR,83.52,scattered clouds,-4.8828,-66.8958,Hotel Fellip
946,Quepos,CR,82.4,scattered clouds,9.4236,-84.1652,Jungle Beach Hotel at Manuel Antonio
950,Mareeba,AU,73.99,overcast clouds,-17.0,145.4333,Trinity Plains Tourist Park
951,Barcelos,PT,62.01,light rain,41.5388,-8.6151,Hotel Do Terço
952,Laguna,US,64.0,overcast clouds,38.421,-121.4238,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
953,Hauterive,FR,71.6,clear sky,46.0901,3.4459,Aletti Palace Hotel
954,Lata,PT,66.0,overcast clouds,40.1629,-8.3327,Casa Maquia
958,Alofi,NU,71.6,light rain,-19.0595,-169.9187,Taloa Heights
959,Payakumbuh,ID,69.73,overcast clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
960,Sao Joao Da Barra,BR,86.0,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
963,Sur,OM,87.75,clear sky,22.5667,59.5289,Sur Plaza Hotel
965,West Bay,KY,86.0,scattered clouds,19.3667,-81.4167,Calypso Cove
966,Santa Cruz Del Sur,CU,86.86,clear sky,20.7147,-77.9956,Quinta Samay
967,Awjilah,LY,70.95,scattered clouds,29.1081,21.2869,Quinta Samay
968,Saldanha,ZA,66.2,overcast clouds,-33.0117,17.9442,Blue Bay Lodge
969,Palmer,US,70.0,broken clouds,42.1584,-72.3287,Wedgewood Motel
971,Avera,US,64.4,overcast clouds,33.194,-82.5271,Quinta Samay
972,Taltal,CL,64.15,few clouds,-25.4,-70.4833,Residencial Karime
973,Dawei,MM,78.62,overcast clouds,14.0833,98.2,Hotel Dawei
975,Orapa,BW,67.93,clear sky,-21.2833,25.3667,Quinta Samay
976,Mitu,CO,89.67,broken clouds,1.1983,-70.1733,Quinta Samay
977,Saint-Joseph,RE,78.8,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
978,Naze,JP,64.17,overcast clouds,28.3667,129.4833,奄美ポートタワーホテル
979,Amapa,BR,79.66,overcast clouds,1.0,-52.0,Quinta Samay
981,Itoman,JP,68.0,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
983,Doha,QA,86.0,clear sky,25.2867,51.5333,Movenpick Hotel Doha
985,Vanimo,PG,76.48,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
986,Batticaloa,LK,81.45,few clouds,7.7102,81.6924,Grand Star Guest House
987,Kabo,CF,76.8,overcast clouds,7.6994,18.629,Quinta Samay
988,Pimentel,PE,75.2,clear sky,-6.8367,-79.9342,Casona Del Muelle
989,Kang,BW,67.73,clear sky,-23.6752,22.7876,Kang Ultra Stop
995,Russell,US,77.0,clear sky,32.3502,-85.1999,Macs
997,Acari,PE,79.39,few clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
999,Jawa,JO,75.2,clear sky,31.8525,35.9393,دار الحاج عبدالله ابو صعيليك واولاده
1001,Calvinia,ZA,71.19,broken clouds,-31.4707,19.776,Die Lemoenhuis
1003,Westport,US,70.0,clear sky,41.1415,-73.3579,The Westport Inn
1004,Puerto Escondido,MX,87.8,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
1006,Abu Dhabi,AE,82.4,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1007,Kibuye,RW,67.3,light rain,-2.0597,29.3482,Inn on the lake
1010,Sabang,ID,83.14,overcast clouds,5.8933,95.3214,Hotel Citra
1015,Santiago Del Estero,AR,75.88,broken clouds,-27.7951,-64.2615,Apartamentos Castelli 90
1016,Lorengau,PG,80.58,broken clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1017,Havelock,US,64.99,broken clouds,34.8791,-76.9013,Sherwood Motel
1018,Papara,BR,87.01,broken clouds,-3.9839,-38.7273,Romin
1020,Yeppoon,AU,68.0,overcast clouds,-23.1333,150.7333,Villa Mar Colina
1023,Virginia Beach,US,68.0,overcast clouds,36.8529,-75.978,Hilton Virginia Beach Oceanfront
1025,Eydhafushi,MV,83.79,scattered clouds,5.1033,73.0708,Soneva Fushi
1026,Lima,PE,69.8,scattered clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
1027,Twentynine Palms,US,75.99,clear sky,34.1356,-116.0542,Holiday Inn Express & Suites Twentynine Palms- Joshua Tree
1030,Behshahr,IR,61.21,overcast clouds,36.6923,53.5526,Abbas Abad Hotel & Restaurant
1031,Saint-Leu,RE,78.8,light rain,-21.15,55.2833,La Caz Oceane
1032,Belmonte,BR,82.4,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1033,Dejen,ET,63.72,broken clouds,10.1667,38.1333,MAFLAB International Hotel
1034,Neuquen,AR,64.4,clear sky,-38.9516,-68.0591,Hotel del Comahue
1036,San Quintin,MX,63.27,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
1037,Rehoboth,,70.74,scattered clouds,-23.3167,17.0833,Noble Luminous Accommodation
1038,Kabalo,CD,72.23,moderate rain,-6.05,26.9167,Quinta Samay
1040,Darnah,LY,65.5,broken clouds,32.767,22.6367,فندق الفردوس
1043,Sokoto,NG,89.85,overcast clouds,13.0609,5.239,Shukura Coral Hotel
1046,Salinas,US,60.8,broken clouds,36.6777,-121.6555,Laurel Inn & Conference Center
1047,Accra,GH,86.0,few clouds,5.556,-0.1969,Accra City Hotel
1049,Alexandria,EG,71.6,clear sky,31.2156,29.9553,Royal Crown Hotel
1050,Vao,NC,76.03,light rain,-22.6667,167.4833,Hotel Kou-Bugny
1052,Esmeraldas,BR,84.2,scattered clouds,-19.7625,-44.3139,Forasteiro Pousada - Hotel
1053,Rawson,AR,60.01,clear sky,-43.3002,-65.1023,Hosteria Sampedro
1054,Crixas,BR,87.84,few clouds,-14.5489,-49.9692,RISO HOTEL
1055,Carutapera,BR,82.71,overcast clouds,-1.195,-46.02,Lidera
1057,Marzuq,YE,72.64,few clouds,14.4,46.4667,Quinta Samay
1058,Erie,US,63.0,broken clouds,42.7667,-78.6664,Hampton Inn East Aurora
1059,Praia,CV,75.2,broken clouds,14.9215,-23.5087,LT Aparthotel
1060,Ponta Do Sol,PT,66.2,few clouds,32.6667,-17.1,Hotel do Campo
1062,Mahon,ES,60.8,clear sky,39.8885,4.2658,ARTIEM Capri
1067,Camana,PE,71.02,overcast clouds,-16.6228,-72.7111,Hostal Morales
1068,Richards Bay,ZA,69.17,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
1069,San Juan,AR,73.11,clear sky,-31.5375,-68.5364,Hotel Provincial
1070,Buncrana,IE,64.4,clear sky,55.1333,-7.45,Inishowen Gateway Hotel
1071,Ko Samui,TH,84.0,overcast clouds,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
1072,Querecotillo,PE,88.75,scattered clouds,-4.8378,-80.6456,La casa de Roberto
1073,Matay,EG,80.02,clear sky,28.419,30.7792,Nag Aespen
1074,Pala,TD,81.45,light rain,9.3642,14.9046,Nectar Hôtel de Pala
1075,Maragogi,BR,82.26,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
1076,Nouadhibou,MR,69.8,clear sky,20.931,-17.0347,El Medina
1077,Soyo,AO,79.68,overcast clouds,-6.1349,12.3689,Hotel Mpampa
1079,Pozo Colorado,PY,81.09,scattered clouds,-23.4923,-58.7972,Hospedaje la Amistad
1080,Coquimbo,CL,64.4,clear sky,-29.9533,-71.3436,Punto de encuentro
1081,Tucumcari,US,66.2,clear sky,35.1717,-103.725,Holiday Inn Express & Suites Tucumcari
1084,Luderitz,,62.01,clear sky,-26.6481,15.1594,LÜDERITZ NEST HOTEL
1086,Cabedelo,BR,82.4,broken clouds,-6.9811,-34.8339,Hotel Pigalle
1087,De Aar,ZA,68.09,clear sky,-30.6497,24.0123,Stoneburgh B&B
1088,Delijan,IR,67.53,broken clouds,33.9905,50.6838,ایزوگام آسیاگستردلیجان
1089,Kahului,US,71.6,light rain,20.8947,-156.47,Maui Seaside Hotel
1090,Jeremie,HT,81.03,few clouds,18.65,-74.1167,Auberge’Inn
1091,Lahij,YE,79.47,broken clouds,13.1667,44.5833,Quinta Samay
1092,Pemangkat,ID,79.18,broken clouds,1.1667,108.9667,Ramah Kost KITA
1099,Middlebury,US,68.0,scattered clouds,44.0153,-73.1673,Courtyard by Marriott Middlebury
1102,San Carlos De Bariloche,AR,64.99,clear sky,-41.1456,-71.3082,Hotel Patagonia
1103,Farafangana,MG,72.03,moderate rain,-22.8167,47.8333,Miarina
1104,Tiznit,MA,63.16,scattered clouds,29.5833,-9.5,Quinta Samay
1105,Tocopilla,CL,69.46,few clouds,-22.092,-70.1979,Hotel Galvarino
1107,Sao Caetano De Odivelas,BR,80.42,light rain,-0.75,-48.02,Hotel do Luttis
1108,Salalah,OM,82.29,scattered clouds,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
1109,Port Shepstone,ZA,69.31,light rain,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
1111,Menongue,AO,68.99,broken clouds,-14.6585,17.691,Ritz Lauca
1112,Mitsamiouli,KM,80.47,light rain,-11.3847,43.2844,Foyer ADM
1114,Moron,AR,73.99,scattered clouds,-34.6534,-58.6198,Hotel Morón
1117,Erzin,TR,71.6,clear sky,36.9559,36.2,Artemis Otel
1118,Santa Lucia,ES,71.6,broken clouds,27.9117,-15.5407,Las Tirajanas
1122,Walvis Bay,,60.8,few clouds,-22.9575,14.5053,Oyster Box Guesthouse
1123,Gazli,UZ,76.28,broken clouds,40.1333,63.45,Quinta Samay
1124,Aloleng,PH,77.34,clear sky,16.1307,119.7824,Agno Umbrella Rocks
1126,Saint George,US,78.01,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
1128,Lufilufi,WS,75.2,broken clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1130,Pottstown,US,68.0,clear sky,40.2454,-75.6496,The Hotel at Pottstown (formerly the Comfort Inn & Suites)
1132,Madang,PG,75.74,broken clouds,-5.2246,145.7966,Comfort Inn Hotel
1133,Porto Novo,BJ,86.0,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
1134,Micheweni,TZ,80.37,light rain,-4.9667,39.8333,Quinta Samay
1135,Brenham,US,78.01,clear sky,30.1669,-96.3977,Hampton Inn & Suites Brenham
1136,Rio Grande,BR,77.0,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
1137,Moranbah,AU,65.17,overcast clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
1138,Santa Comba,ES,66.99,overcast clouds,43.0331,-8.8093,Hotel Xallas
1141,Marawi,PH,77.0,broken clouds,7.9986,124.2928,Derogongan Residence
1143,San Jose,US,63.0,broken clouds,37.3394,-121.895,The Westin San Jose
1145,Salinopolis,BR,82.15,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1147,Wharton,US,84.0,clear sky,29.3116,-96.1027,"Countryside Inn Wharton, TX"
1150,Denpasar,ID,80.6,few clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
1151,Henties Bay,,65.34,clear sky,-22.116,14.2845,Fishermans Guest House
1155,Keti Bandar,PK,82.76,clear sky,24.1447,67.4497,Haji laloo memon house
1156,Oranjemund,,60.06,clear sky,-28.55,16.4333,The Fisherman's Cove
1157,Pacific Grove,US,60.8,scattered clouds,36.6177,-121.9166,Lovers Point Inn
1158,Baculin,PH,78.6,overcast clouds,7.4525,126.5842,Shovy's Cove
1161,Nador,MA,62.6,overcast clouds,35.174,-2.9287,Hôtel La Giralda
1164,Copiapo,CL,64.4,scattered clouds,-27.3667,-70.3333,San Francisco de La Selva
1166,Camargo,MX,74.44,clear sky,27.6667,-105.1667,Hotel Santa Fe
1168,Golaghat,IN,76.28,scattered clouds,26.5167,93.9667,Ideal Hostel
1170,Cap Malheureux,MU,79.0,overcast clouds,-19.9842,57.6142,Pereybere Hotel & Spa
1174,Hualmay,PE,72.45,few clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
1176,Necochea,AR,64.0,clear sky,-38.5473,-58.7368,dyd -mar Hotel
1178,Cayenne,GF,78.8,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
1180,Mayumba,GA,79.68,overcast clouds,-3.432,10.6554,LIKWALE LODGE
1181,Piacabucu,BR,83.53,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
1183,Ambikapur,IN,78.48,overcast clouds,23.1167,83.2,STARiHOTEL Ambikapur
1184,Pasighat,IN,72.3,broken clouds,28.0667,95.3333,Siang Guest House
1185,Impfondo,CG,78.98,overcast clouds,1.6381,18.0667,Préfecture de la Likouala
1187,Ifanadiana,MG,66.22,broken clouds,-21.3,47.6333,Quinta Samay
1188,Olinda,BR,82.4,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
1190,Savannakhet,LA,85.15,broken clouds,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์
1191,Odweyne,SO,80.04,overcast clouds,9.4092,45.064,Eng Hiirey House
1192,Mayo,US,64.99,clear sky,38.8876,-76.5119,Resorts Resource Group International
1193,Bengkulu,ID,75.72,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1194,Tateyama,JP,60.01,scattered clouds,34.9833,139.8667,Tateyama Seaside Hotel
1195,Fukue,JP,61.75,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
1196,Davila,PH,71.6,few clouds,18.4726,120.5763,Blue Ridge Beach Resort
1198,Vieux Fort,LC,86.0,scattered clouds,13.7167,-60.95,QR Quality Rooms Cedar Palm Villa
1200,Babol,IR,60.46,overcast clouds,36.5513,52.679,Reza Hotel
1201,Mosetse,BW,69.24,clear sky,-20.75,26.65,Quinta Samay
1203,Kismayo,SO,82.45,overcast clouds,-0.3582,42.5454,Agan-Hotel
1204,Bull Savanna,JM,83.34,clear sky,17.8868,-77.5902,Big Red's
1206,Mackay,AU,68.0,broken clouds,-21.15,149.2,International Lodge Motel
1209,Kutum,SD,85.05,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
1211,Freetown,SL,81.14,few clouds,8.484,-13.2299,The Country Lodge Hotel
1212,Alice Town,BS,78.55,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
1213,Eyl,SO,83.57,scattered clouds,7.9803,49.8164,Amiin Hotel
1216,Plettenberg Bay,ZA,61.57,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
